Unnamed: 0,brand,name,year,model,seat,fuel,capacity,origin,gear,price
5453,Suzuki,Suzuki Swift GLX 1.2 AT - 2022,2022,Hatchback,5,Xăng,1.2,Nhập khẩu,Số tự động,530000000
5454,Toyota,Toyota Wigo - 2023,2023,Hatchback,5,Xăng,0.0,Nhập khẩu,Số tự động,379000000
5455,Hyundai,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022,2022,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1235000000
5456,Suzuki,Suzuki Carry Pro - 2022,2022,Truck,2,Xăng,1.5,Nhập khẩu,Số tay,325000000
5457,Thaco,Thaco Frontier TF450V 2S - 2023,2023,Van/Minivan,2,Xăng,1.6,Lắp ráp trong nước,Số tay,310000000
5458,Ford,Ford Transit Tiêu chuẩn - 2023,2023,Van/Minivan,16,Dầu,2.2,Lắp ráp trong nước,Số tay,849000000
5459,Nissan,Nissan Navara Pro-4X 2.3 AT 4WD - 2022,2022,Bán tải / Pickup,5,Dầu,2.3,Nhập khẩu,Số tự động,835000000
5460,Samco,Samco Allergo - 2023,2023,Van/Minivan,29,Dầu,0.0,Lắp ráp trong nước,Số tay,1570000000
5461,Mitsubishi,Mitsubishi Xpander Premium 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,634000000
5462,Toyota,Toyota Camry 2.5Q - 2023,2023,Sedan,5,Xăng,2.5,Nhập khẩu,Số tự động,1370000000
5463,Toyota,Toyota Raize G 1.0 CVT - 2022,2022,SUV,5,Xăng,1.0,Nhập khẩu,Số tự động,540000000
5464,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,965000000
5465,Mitsubishi,Mitsubishi Triton 4x2 AT - 2022,2022,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,630000000
5466,Hyundai,Hyundai Accent 1.4 MT - 2022,2022,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tay,418000000
5467,Toyota,Toyota Innova E 2.0 MT - 2022,2022,Crossover,8,Xăng,2.0,Lắp ráp trong nước,Số tay,720000000
5468,Hyundai,Hyundai i10 1.2 AT - 2022,2022,Sedan,5,Xăng,1.25,Lắp ráp trong nước,Số tự động,420000000
5469,Mazda,Mazda CX8 Premium AWD - 2022,2022,SUV,6,Xăng,2.5,Lắp ráp trong nước,Số tự động,1179000000
5470,Mazda,Mazda 3 1.5L Premium - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,739000000
5471,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,890000000
5472,Isuzu,Isuzu MU-X Premium 1.9 4X4 AT - 2023,2023,SUV,7,Dầu,1.9,Nhập khẩu,Số tự động,1135000000
5473,Toyota,Toyota Corolla Cross 1.8V - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,846000000
5474,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1239000000
5475,Hyundai,Hyundai Accent 1.4 MT Tiêu Chuẩn - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tay,411000000
5476,Hyundai,Hyundai i10 1.2 MT Tiêu Chuẩn - 2023,2023,Hatchback,5,Xăng,1.25,Lắp ráp trong nước,Số tay,350000000
5477,Hyundai,Hyundai Elantra 2.0 AT Cao cấp - 2023,2023,Sedan,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,729000000
5478,Hyundai,Hyundai SantaFe Cao cấp 2.5L HTRAC - 2023,2023,SUV,7,Xăng,2.5,Lắp ráp trong nước,Số tự động,1225000000
5479,Hyundai,Hyundai Tucson 2.0 AT Tiêu chuẩn - 2023,2023,Crossover,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,825000000
5480,Hyundai,Hyundai Creta Tiêu chuẩn 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,610000000
5481,Hyundai,Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2023,2023,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,1045000000
5482,Hyundai,Hyundai Stargazer Đặc biệt 1.5 AT - 2023,2023,Van/Minivan,7,Xăng,1.5,Nhập khẩu,Số tự động,550000000
5483,Hyundai,Hyundai Tucson 2.0 AT Đặc biệt - 2023,2023,Crossover,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,940000000
5484,Hyundai,Hyundai Stargazer Tiêu chuẩn 1.5 AT - 2022,2022,Van/Minivan,7,Xăng,1.5,Nhập khẩu,Số tự động,510000000
5485,Mitsubishi,Mitsubishi Attrage 1.2 CVT - 2023,2023,Sedan,5,Xăng,1.2,Nhập khẩu,Số tự động,426000000
5486,Hyundai,Hyundai Creta Tiêu chuẩn 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,599000000
5487,Hyundai,Hyundai Tucson 2.0 AT Đặc biệt - 2023,2023,Crossover,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,915000000
5488,Toyota,Toyota Corolla Cross 1.8V - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,863000000
5489,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,965000000
5490,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,884000000
5491,VinFast,VinFast VF8 Eco - 2022,2022,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,830000000
5492,Mitsubishi,Mitsubishi Triton 4x2 AT - 2022,2022,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,650000000
5493,Mitsubishi,Mitsubishi Xpander Premium 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,648000000
5494,Mitsubishi,Mitsubishi Xpander 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,648000000
5495,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1400000000
5496,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,839000000
5497,Mitsubishi,Mitsubishi Xpander Premium 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,648000000
5498,Mitsubishi,Mitsubishi Attrage 1.2 MT - 2022,2022,Sedan,5,Xăng,1.2,Nhập khẩu,Số tay,371000000
5499,Mitsubishi,Mitsubishi Attrage Premium 1.2 CVT - 2022,2022,Sedan,5,Xăng,1.2,Nhập khẩu,Số tự động,490000000
5500,Mitsubishi,Mitsubishi Attrage Premium 1.2 CVT - 2022,2022,Sedan,5,Xăng,1.2,Nhập khẩu,Số tự động,490000000
5501,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,630000000
5502,Toyota,Toyota Fortuner 2.7L 4x4 AT - 2023,2023,SUV,7,Xăng,2.7,Nhập khẩu,Số tự động,1319000000
5503,Toyota,Toyota Fortuner 2.7L 4x2 AT - 2023,2023,SUV,7,Xăng,2.7,Nhập khẩu,Số tự động,1299000000
5504,Toyota,Toyota Hilux 2.4L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,852000000
5505,Toyota,Toyota Hilux 2.4L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,860000000
5506,Kia,Kia K3 Premium 1.6 AT - 2022,2022,Sedan,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,654000000
5507,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,901000000
5508,Ford,Ford Territory Trend 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,772000000
5509,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1423000000
5510,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1240000000
5511,Ford,Ford Territory Trend 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,772000000
5512,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,510000000
5513,Hyundai,Hyundai SantaFe Cao cấp 2.5L HTRAC - 2023,2023,SUV,7,Xăng,2.5,Lắp ráp trong nước,Số tự động,1230000000
5514,Hyundai,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2023,2023,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1200000000
5515,Honda,Honda CRV G - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,915000000
5516,Toyota,Toyota Veloz Cross Top 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,698000000
5517,Toyota,Toyota Veloz Cross 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,658000000
5518,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1286000000
5519,Kia,Kia K3 GT 1.6 AT Turbo - 2022,2022,Sedan,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,769000000
5520,Mitsubishi,Mitsubishi Pajero Sport 2.4D 4x2 AT - 2022,2022,SUV,7,Dầu,2.4,Nhập khẩu,Số tự động,1130000000
5521,Mitsubishi,Mitsubishi Triton Athlete 4x2 AT - 2022,2022,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,780000000
5522,Mitsubishi,Mitsubishi Attrage 1.2 CVT - 2022,2022,Sedan,5,Xăng,1.2,Nhập khẩu,Số tự động,465000000
5523,Mitsubishi,Mitsubishi Outlander 2.0 CVT - 2023,2023,SUV,7,Xăng,2.0,Lắp ráp trong nước,Số tự động,825000000
5524,Mitsubishi,Mitsubishi Xpander Cross 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,680000000
5525,BMW,BMW 3 Series 320i Sport Line - 2023,2023,Sedan,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,1519000000
5526,Kia,Kia K5 Luxury 2.0 AT - 2022,2022,Sedan,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,859000000
5527,Mitsubishi,Mitsubishi Xpander 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,598000000
5528,Peugeot,Peugeot 3008 AL - 2023,2023,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,1050000000
5529,Toyota,Toyota Vios E 1.5 MT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tay,469000000
5530,Toyota,Toyota Camry 2.0Q - 2023,2023,Sedan,5,Xăng,2.0,Nhập khẩu,Số tự động,1185000000
5531,Toyota,Toyota Veloz Cross Top 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,645000000
5532,Nissan,Nissan Navara Pro-4X 2.3 AT 4WD - 2022,2022,Bán tải / Pickup,5,Dầu,2.3,Nhập khẩu,Số tự động,810000000
5533,Suzuki,Suzuki XL7 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,530000000
5534,Peugeot,Peugeot 5008 GT 1.6 AT - 2022,2022,SUV,7,Xăng,1.6,Lắp ráp trong nước,Số tự động,1254000000
5535,Toyota,Toyota Corolla Cross 1.8V - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,770000000
5536,VinFast,VinFast VF8 Eco - 2022,2022,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,830000000
5537,Hyundai,Hyundai Creta Đặc biệt 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,641000000
5538,Mitsubishi,Mitsubishi Xpander Cross 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,698000000
5539,Mitsubishi,Mitsubishi Attrage 1.2 CVT - 2022,2022,Sedan,5,Xăng,1.2,Nhập khẩu,Số tự động,424000000
5540,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,502000000
5541,VinFast,VinFast VF8 Eco - 2022,2022,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,830000000
5542,VinFast,VinFast VF8 Eco - 2022,2022,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,830000000
5543,Hyundai,Hyundai Elantra 1.6 AT Tiêu chuẩn - 2023,2023,Sedan,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,560000000
5544,Ford,Ford Everest Sport 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1148000000
5545,Kia,Kia Sportage Signature X-Line 2.0D - 2022,2022,Crossover,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,999000000
5546,VinFast,VinFast VF8 Plus - 2022,2022,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,1007000000
5547,Ford,Ford Ranger XLT 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,790000000
5548,Mitsubishi,Mitsubishi Xpander Premium 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,605000000
5549,Mitsubishi,Mitsubishi Triton Athlete 4x2 AT - 2022,2022,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,845000000
5550,Ford,Ford Ranger XLS 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,720000000
5551,Peugeot,Peugeot 2008 Active 1.2 AT - 2022,2022,Crossover,5,Xăng,1.2,Lắp ráp trong nước,Số tự động,755000000
5552,Isuzu,Isuzu QKR 270 Thùng bạt - 2023,2023,Truck,3,Dầu,0.0,Lắp ráp trong nước,Số tay,565000000
5553,Ford,Ford Ranger XLS 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,710000000
5554,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,909000000
5555,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,900000000
5556,Ford,Ford Territory Trend 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,822000000
5557,Ford,Ford Everest Sport 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1166000000
5558,Ford,Ford Ranger XLS 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,726000000
5559,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,645000000
5560,Ford,Ford Ranger XLS 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,726000000
5561,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,645000000
5562,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,900000000
5563,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,850000000
5564,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1468000000
5565,Honda,Honda City RS 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,548000000
5566,Hyundai,Hyundai i10 1.2 AT - 2023,2023,Hatchback,5,Xăng,1.25,Lắp ráp trong nước,Số tự động,407000000
5567,Hyundai,Hyundai Accent 1.4 AT - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,463000000
5568,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1400000000
5569,Peugeot,Peugeot 2008 GT Line 1.2 AT - 2023,2023,Crossover,5,Xăng,1.2,Lắp ráp trong nước,Số tự động,812000000
5570,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,895000000
5571,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1400000000
5572,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,895000000
5573,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,880000000
5574,Toyota,Toyota Innova E 2.0 MT - 2023,2023,Crossover,8,Xăng,2.0,Lắp ráp trong nước,Số tay,715000000
5575,Peugeot,Peugeot 3008 GT - 2022,2022,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,1149000000
5576,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,895000000
5577,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,895000000
5578,Toyota,Toyota Fortuner 2.7L 4x2 AT - 2023,2023,SUV,7,Xăng,2.7,Nhập khẩu,Số tự động,1169000000
5579,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,895000000
5580,Ford,Ford Everest Wildtrak - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1506000000
5581,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,979000000
5582,Hyundai,Hyundai County - 2023,2023,Van/Minivan,29,Dầu,0.0,Lắp ráp trong nước,Số tay,1540000000
5583,Hyundai,Hyundai Mighty N250 Đông Lạnh - 2023,2023,Truck,3,Dầu,0.0,Lắp ráp trong nước,Số tay,700000000
5584,Kia,Kia Carnival Premium 2.2D - 2022,2022,Van/Minivan,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1439000000
5585,Kia,Kia Sportage Luxury 2.0G - 2023,2023,Crossover,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,909000000
5586,Kia,Kia Carnival Signature 2.2D - 2022,2022,Van/Minivan,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1529000000
5587,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1299000000
5588,Kia,Kia Carnival Luxury 2.2D - 2022,2022,Van/Minivan,8,Dầu,2.2,Lắp ráp trong nước,Số tự động,1289000000
5589,Kia,Kia Carnival Premium 2.2D - 2022,2022,Van/Minivan,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1439000000
5590,Kia,Kia Carnival Premium 2.2D - 2022,2022,Van/Minivan,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1439000000
5591,Honda,Honda HRV RS - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,871000000
5592,Hyundai,Hyundai Universe Galaxy VIP - 2019,2019,Van/Minivan,30,Dầu,0.0,Nhập khẩu,Số tay,1100000000
5593,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,884000000
5594,Hyundai,Hyundai Elantra 1.6 AT Đặc biệt - 2023,2023,Sedan,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,619000000
5595,Hyundai,Hyundai SantaFe Tiêu chuẩn 2.5L - 2023,2023,SUV,7,Xăng,2.5,Lắp ráp trong nước,Số tự động,1095000000
5596,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1286000000
5597,Mitsubishi,Mitsubishi Attrage 1.2 CVT - 2022,2022,Sedan,5,Xăng,1.2,Nhập khẩu,Số tự động,436000000
5598,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,834000000
5599,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1422000000
5600,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,510000000
5601,Hyundai,Hyundai i10 1.2 AT - 2023,2023,Hatchback,5,Xăng,1.25,Lắp ráp trong nước,Số tự động,412000000
5602,Hyundai,Hyundai Creta Đặc biệt 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,648000000
5603,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,925000000
5604,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1438000000
5605,Hyundai,Hyundai Accent 1.4 MT Tiêu Chuẩn - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tay,402000000
5606,Mitsubishi,Mitsubishi Xpander 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,658000000
5607,Hyundai,Hyundai Mighty 110SP Mui Bạt 7 Tấn - 2023,2023,Truck,3,Dầu,0.0,Lắp ráp trong nước,Số tay,725000000
5608,Hyundai,"Hyundai Porter Ben 1,3 tấn - 2023",2023,Truck,3,Dầu,0.0,Lắp ráp trong nước,Số tay,480000000
5609,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,879000000
5610,Ford,Ford Everest Sport 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1178000000
5611,Hyundai,Hyundai Tucson 2.0 AT Đặc biệt - 2023,2023,Crossover,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,930000000
5612,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,642000000
5613,Ford,Ford Ranger Raptor 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Nhập khẩu,Số tự động,1269000000
5614,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1419000000
5615,Mitsubishi,Mitsubishi Xpander Cross 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,698000000
5616,Ford,Ford Territory Trend 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,762000000
5617,Subaru,Subaru Forester 2.0i-S EyeSight - 2022,2022,SUV,5,Xăng,2.0,Nhập khẩu,Số tự động,999000000
5618,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,850000000
5619,VinFast,VinFast VF5 Plus - 2023,2023,SUV,5,Điện,0.0,Lắp ráp trong nước,Số tự động,420000000
5620,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,909000000
5621,Hyundai,Hyundai i10 1.2 MT Tiêu Chuẩn - 2023,2023,Hatchback,5,Xăng,1.25,Lắp ráp trong nước,Số tay,339000000
5622,Peugeot,Peugeot 2008 GT Line 1.2 AT - 2023,2023,Crossover,5,Xăng,1.2,Lắp ráp trong nước,Số tự động,817000000
5623,Hyundai,Hyundai Porter H150 Bửng Nâng - 2023,2023,Truck,3,Dầu,0.0,Lắp ráp trong nước,Số tay,465000000
5624,Hyundai,Hyundai Mighty 75S Thùng Đông Lạnh - 2023,2023,Truck,3,Dầu,0.0,Lắp ráp trong nước,Số tay,890000000
5625,Hyundai,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022,2022,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1183000000
5626,Hyundai,Hyundai Creta Tiêu chuẩn 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,599000000
5627,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,909000000
5628,Hyundai,Hyundai Accent 1.4 MT - 2022,2022,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tay,412000000
5629,Nissan,Nissan Almera VL 1.0 CVT Cao cấp - 2023,2023,Sedan,5,Xăng,1.0,Nhập khẩu,Số tự động,555000000
5630,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,653000000
5631,Hyundai,Hyundai Creta Tiêu chuẩn 1.5 AT - 2022,2022,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,567000000
5632,MG,MG ZS Comfort 1.5 AT 2WD - 2022,2022,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,538000000
5633,Mitsubishi,Mitsubishi Triton 4x2 AT - 2022,2022,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,595000000
5634,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,482000000
5635,Toyota,Toyota Yaris G 1.5 AT - 2023,2023,Hatchback,5,Xăng,1.5,Nhập khẩu,Số tự động,645000000
5636,Kia,Kia K3 Luxury 1.6 AT - 2022,2022,Sedan,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,597000000
5637,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1420000000
5638,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1409000000
5639,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,900000000
5640,Ford,Ford Territory Trend 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,771000000
5641,Ford,Ford Transit Tiêu chuẩn - 2023,2023,Van/Minivan,16,Dầu,2.2,Lắp ráp trong nước,Số tay,810000000
5642,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,858000000
